product_id,product_name,category,unit_price,quantity_sold,sale_date,region,customer_segment,discount
103,Коврик для мыши,Аксессуары,350.0,13,2025-01-02,Центр,Эконом,0.007
109,Мышь Logitech M185,Аксессуары,1290.0,10,2025-01-02,Сибирь,Стандарт,0.033
103,Коврик для мыши,Аксессуары,350.0,21,2025-01-02,Сибирь,Премиум,0.115
118,USB-хаб 4 порта,Аксессуары,590.0,19,2025-01-02,Центр,Стандарт,0.029
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,4,2025-01-02,Урал,Эконом,0.016
116,Микроволновая печь Samsung,Бытовая техника,12990.0,3,2025-01-02,Северо-Запад,Премиум,0.112
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-02,Поволжье,Стандарт,0.046
116,Микроволновая печь Samsung,Бытовая техника,12990.0,4,2025-01-02,Юг,Стандарт,0.066
108,"Монитор Samsung 24""",Электроника,15990.0,5,2025-01-02,Центр,Эконом,0.013
108,"Монитор Samsung 24""",Электроника,15990.0,2,2025-01-02,Сибирь,Эконом,0.001
110,Соковыжималка Braun,Бытовая техника,8870.78,3,2025-01-02,Центр,Стандарт,0.022
109,Мышь Logitech M185,Аксессуары,1290.0,32,2025-01-02,Центр,Стандарт,0.024
112,Клавиатура Logitech K380,Аксессуары,3490.0,11,2025-01-02,Урал,Стандарт,0.01
112,Клавиатура Logitech K380,Аксессуары,3490.0,25,2025-01-02,Центр,Стандарт,0.02
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,3,2025-01-02,Центр,Эконом,0.018
111,Планшет Huawei MatePad,Электроника,25990.0,5,2025-01-02,Центр,Эконом,0.004
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-02,Урал,Стандарт,0.055
119,Холодильник LG,Бытовая техника,46804.08,1,2025-01-02,Юг,Стандарт,0.017
103,Коврик для мыши,Аксессуары,350.0,7,2025-01-02,Сибирь,Стандарт,0.079
118,USB-хаб 4 порта,Аксессуары,590.0,22,2025-01-02,Центр,Премиум,0.053
118,USB-хаб 4 порта,Аксессуары,590.0,19,2025-01-02,Центр,Премиум,0.095
115,Подставка для ноутбука,Аксессуары,890.0,9,2025-01-02,Урал,Стандарт,0.04
114,Внешний SSD 1TB,Электроника,7990.0,1,2025-01-02,Центр,Эконом,0.001
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-02,Северо-Запад,Стандарт,0.002
105,Наушники JBL Tune,Аксессуары,3990.0,1,2025-01-02,Юг,Стандарт,0.066
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-02,Поволжье,Стандарт,0.047
107,Фитнес-браслет Mi Band,Электроника,2490.0,7,2025-01-02,Северо-Запад,Эконом,0.001
115,Подставка для ноутбука,Аксессуары,890.0,7,2025-01-02,Юг,Эконом,0.013
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,4,2025-01-02,Сибирь,Премиум,0.086
116,Микроволновая печь Samsung,Бытовая техника,12990.0,9,2025-01-02,Сибирь,Премиум,0.075
115,Подставка для ноутбука,Аксессуары,890.0,16,2025-01-02,Урал,Стандарт,0.056
106,Электрочайник Bosch TWK,Бытовая техника,3290.25,7,2025-01-02,Центр,Стандарт,0.054
117,Смарт-часы Amazfit,Электроника,11990.0,10,2025-01-02,Северо-Запад,Стандарт,0.065
117,Смарт-часы Amazfit,Электроника,11990.0,11,2025-01-02,Центр,Премиум,0.078
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-02,Северо-Запад,Стандарт,0.019
115,Подставка для ноутбука,Аксессуары,890.0,5,2025-01-02,Урал,Эконом,0.013
110,Соковыжималка Braun,Бытовая техника,8900.0,6,2025-01-02,Юг,Стандарт,0.0
120,Стиральная машина Bosch,Бытовая техника,38990.0,4,2025-01-02,Северо-Запад,Стандарт,0.059
101,Кофеварка Philips HD7432,Бытовая техника,4397.44,7,2025-01-02,Центр,Премиум,0.071
105,Наушники JBL Tune,Аксессуары,4087.94,2,2025-01-02,Дальний Восток,Стандарт,0.002
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-02,Юг,Стандарт,0.058
115,Подставка для ноутбука,Аксессуары,890.0,10,2025-01-02,Сибирь,Стандарт,0.061
111,Планшет Huawei MatePad,Электроника,25990.0,16,2025-01-02,Центр,Стандарт,0.053
117,Смарт-часы Amazfit,Электроника,11990.0,3,2025-01-02,Сибирь,Стандарт,0.041
116,Микроволновая печь Samsung,Бытовая техника,12990.0,9,2025-01-02,Поволжье,Премиум,0.063
117,Смарт-часы Amazfit,Электроника,11990.0,7,2025-01-02,Поволжье,Стандарт,0.055
105,Наушники JBL Tune,Аксессуары,3990.0,3,2025-01-02,Центр,Стандарт,0.021
105,Наушники JBL Tune,Аксессуары,3990.0,1,2025-01-02,Дальний Восток,Стандарт,0.055
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-02,Поволжье,Стандарт,0.072
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,7,2025-01-02,Юг,Премиум,0.092
105,Наушники JBL Tune,Аксессуары,3990.0,1,2025-01-03,Дальний Восток,Эконом,0.008
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-03,Дальний Восток,Эконом,0.016
105,Наушники JBL Tune,Аксессуары,3990.0,2,2025-01-03,Урал,Эконом,0.016
109,Мышь Logitech M185,Аксессуары,1290.0,10,2025-01-03,Урал,Эконом,0.009
116,Микроволновая печь Samsung,Бытовая техника,13070.4,2,2025-01-03,Северо-Запад,Стандарт,0.069
107,Фитнес-браслет Mi Band,Электроника,2490.0,7,2025-01-03,Центр,Стандарт,0.001
110,Соковыжималка Braun,Бытовая техника,8900.0,4,2025-01-03,Северо-Запад,Стандарт,0.013
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-03,Поволжье,Стандарт,0.01
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-03,Урал,Эконом,0.022
120,Стиральная машина Bosch,Бытовая техника,39543.89,12,2025-01-03,Центр,Стандарт,0.06
112,Клавиатура Logitech K380,Аксессуары,3577.3,18,2025-01-03,Сибирь,Стандарт,0.027
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,2,2025-01-03,Центр,Эконом,0.02
115,Подставка для ноутбука,Аксессуары,890.0,21,2025-01-03,Центр,Стандарт,0.002
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,7,2025-01-03,Центр,Премиум,0.088
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-03,Поволжье,Премиум,0.139
115,Подставка для ноутбука,Аксессуары,890.0,13,2025-01-03,Сибирь,Премиум,0.075
109,Мышь Logitech M185,Аксессуары,1290.0,17,2025-01-03,Центр,Стандарт,0.041
109,Мышь Logitech M185,Аксессуары,1290.0,9,2025-01-03,Северо-Запад,Эконом,0.014
103,Коврик для мыши,Аксессуары,350.0,6,2025-01-03,Сибирь,Эконом,0.008
114,Внешний SSD 1TB,Электроника,8205.62,1,2025-01-03,Юг,Стандарт,0.0
108,"Монитор Samsung 24""",Электроника,15990.0,4,2025-01-03,Центр,Эконом,0.013
115,Подставка для ноутбука,Аксессуары,890.0,15,2025-01-03,Урал,Стандарт,0.021
115,Подставка для ноутбука,Аксессуары,890.0,15,2025-01-03,Центр,Стандарт,0.052
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-03,Поволжье,Стандарт,0.049
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-03,Сибирь,Эконом,0.019
103,Коврик для мыши,Аксессуары,350.0,14,2025-01-03,Дальний Восток,Премиум,0.081
102,Смартфон Xiaomi Note 12,Электроника,18990.0,2,2025-01-03,Дальний Восток,Эконом,0.022
109,Мышь Logitech M185,Аксессуары,1290.0,5,2025-01-03,Юг,Стандарт,0.046
117,Смарт-часы Amazfit,Электроника,11990.0,13,2025-01-03,Центр,Премиум,0.105
112,Клавиатура Logitech K380,Аксессуары,3565.89,17,2025-01-03,Центр,Стандарт,0.028
115,Подставка для ноутбука,Аксессуары,890.0,8,2025-01-03,Урал,Стандарт,0.007
114,Внешний SSD 1TB,Электроника,7990.0,1,2025-01-03,Сибирь,Эконом,0.01
112,Клавиатура Logitech K380,Аксессуары,3490.0,13,2025-01-03,Северо-Запад,Стандарт,0.063
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-03,Дальний Восток,Стандарт,0.035
102,Смартфон Xiaomi Note 12,Электроника,18990.0,7,2025-01-03,Дальний Восток,Стандарт,0.071
115,Подставка для ноутбука,Аксессуары,890.0,8,2025-01-03,Сибирь,Стандарт,0.055
102,Смартфон Xiaomi Note 12,Электроника,18990.0,3,2025-01-03,Северо-Запад,Эконом,0.012
115,Подставка для ноутбука,Аксессуары,890.0,30,2025-01-03,Центр,Премиум,0.132
116,Микроволновая печь Samsung,Бытовая техника,12911.07,3,2025-01-03,Юг,Стандарт,0.058
109,Мышь Logitech M185,Аксессуары,1290.0,16,2025-01-03,Северо-Запад,Стандарт,0.057
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,2,2025-01-03,Юг,Стандарт,0.046
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-03,Дальний Восток,Премиум,0.141
114,Внешний SSD 1TB,Электроника,7990.0,1,2025-01-03,Юг,Стандарт,0.073
103,Коврик для мыши,Аксессуары,350.0,9,2025-01-03,Поволжье,Эконом,0.009
110,Соковыжималка Braun,Бытовая техника,8900.0,14,2025-01-03,Северо-Запад,Премиум,0.056
112,Клавиатура Logitech K380,Аксессуары,3490.0,16,2025-01-03,Юг,Премиум,0.126
102,Смартфон Xiaomi Note 12,Электроника,18990.0,5,2025-01-03,Юг,Эконом,0.01
111,Планшет Huawei MatePad,Электроника,25990.0,3,2025-01-03,Центр,Эконом,0.002
103,Коврик для мыши,Аксессуары,350.0,10,2025-01-03,Центр,Эконом,0.024
116,Микроволновая печь Samsung,Бытовая техника,12990.0,5,2025-01-03,Северо-Запад,Премиум,0.065
112,Клавиатура Logitech K380,Аксессуары,3490.0,7,2025-01-03,Урал,Стандарт,0.046
107,Фитнес-браслет Mi Band,Электроника,2490.0,7,2025-01-03,Юг,Премиум,0.117
120,Стиральная машина Bosch,Бытовая техника,38990.0,2,2025-01-03,Центр,Стандарт,0.011
112,Клавиатура Logitech K380,Аксессуары,3490.0,36,2025-01-03,Центр,Премиум,0.093
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,11,2025-01-03,Юг,Стандарт,0.054
102,Смартфон Xiaomi Note 12,Электроника,18990.0,6,2025-01-03,Центр,Премиум,0.128
117,Смарт-часы Amazfit,Электроника,11990.0,12,2025-01-03,Поволжье,Стандарт,0.046
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,3,2025-01-03,Поволжье,Стандарт,0.054
119,Холодильник LG,Бытовая техника,45990.0,3,2025-01-03,Центр,Эконом,0.012
112,Клавиатура Logitech K380,Аксессуары,3432.19,22,2025-01-03,Юг,Премиум,0.086
109,Мышь Logitech M185,Аксессуары,1290.0,9,2025-01-03,Урал,Эконом,0.029
102,Смартфон Xiaomi Note 12,Электроника,18990.0,10,2025-01-03,Северо-Запад,Стандарт,0.073
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-04,Центр,Премиум,0.081
120,Стиральная машина Bosch,Бытовая техника,38990.0,2,2025-01-04,Центр,Премиум,0.124
105,Наушники JBL Tune,Аксессуары,3990.0,4,2025-01-04,Урал,Премиум,0.095
102,Смартфон Xiaomi Note 12,Электроника,18990.0,6,2025-01-04,Центр,Эконом,0.022
110,Соковыжималка Braun,Бытовая техника,8900.0,4,2025-01-04,Центр,Эконом,0.024
117,Смарт-часы Amazfit,Электроника,11990.0,7,2025-01-04,Сибирь,Стандарт,0.039
112,Клавиатура Logitech K380,Аксессуары,3490.0,9,2025-01-04,Юг,Стандарт,0.04
111,Планшет Huawei MatePad,Электроника,25990.0,7,2025-01-04,Сибирь,Стандарт,0.031
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,3,2025-01-04,Поволжье,Стандарт,0.029
118,USB-хаб 4 порта,Аксессуары,590.0,10,2025-01-04,Дальний Восток,Стандарт,0.059
102,Смартфон Xiaomi Note 12,Электроника,19413.38,6,2025-01-04,Урал,Стандарт,0.054
118,USB-хаб 4 порта,Аксессуары,590.0,12,2025-01-04,Урал,Стандарт,0.054
111,Планшет Huawei MatePad,Электроника,25990.0,11,2025-01-04,Центр,Премиум,0.081
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-04,Юг,Стандарт,0.075
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-04,Поволжье,Премиум,0.145
103,Коврик для мыши,Аксессуары,350.0,8,2025-01-04,Сибирь,Эконом,0.028
115,Подставка для ноутбука,Аксессуары,890.0,17,2025-01-04,Центр,Стандарт,0.066
118,USB-хаб 4 порта,Аксессуары,590.0,16,2025-01-04,Сибирь,Премиум,0.077
115,Подставка для ноутбука,Аксессуары,890.0,14,2025-01-04,Центр,Стандарт,0.057
111,Планшет Huawei MatePad,Электроника,25223.63,6,2025-01-04,Юг,Премиум,0.052
107,Фитнес-браслет Mi Band,Электроника,2490.0,16,2025-01-04,Центр,Стандарт,0.04
110,Соковыжималка Braun,Бытовая техника,8900.0,1,2025-01-04,Поволжье,Стандарт,0.073
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,4,2025-01-04,Урал,Эконом,0.004
111,Планшет Huawei MatePad,Электроника,25990.0,2,2025-01-04,Поволжье,Премиум,0.051
116,Микроволновая печь Samsung,Бытовая техника,12752.14,4,2025-01-04,Урал,Стандарт,0.005
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,5,2025-01-04,Поволжье,Стандарт,0.014
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-04,Северо-Запад,Эконом,0.011
110,Соковыжималка Braun,Бытовая техника,8900.0,3,2025-01-04,Дальний Восток,Стандарт,0.016
110,Соковыжималка Braun,Бытовая техника,8653.21,2,2025-01-04,Урал,Эконом,0.018
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,3,2025-01-04,Центр,Стандарт,0.057
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-04,Юг,Эконом,0.009
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,1,2025-01-04,Юг,Эконом,0.008
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,4,2025-01-04,Поволжье,Эконом,0.018
107,Фитнес-браслет Mi Band,Электроника,2490.0,5,2025-01-04,Северо-Запад,Стандарт,0.053
111,Планшет Huawei MatePad,Электроника,25990.0,8,2025-01-04,Центр,Стандарт,0.037
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,2,2025-01-04,Поволжье,Эконом,0.024
115,Подставка для ноутбука,Аксессуары,890.0,13,2025-01-04,Сибирь,Стандарт,0.074
109,Мышь Logitech M185,Аксессуары,1290.0,25,2025-01-04,Урал,Премиум,0.113
109,Мышь Logitech M185,Аксессуары,1290.0,11,2025-01-04,Юг,Эконом,0.019
109,Мышь Logitech M185,Аксессуары,1290.0,10,2025-01-04,Поволжье,Стандарт,0.075
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,4,2025-01-04,Юг,Стандарт,0.051
102,Смартфон Xiaomi Note 12,Электроника,18990.0,14,2025-01-04,Северо-Запад,Премиум,0.105
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,4,2025-01-04,Юг,Премиум,0.14
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,4,2025-01-04,Сибирь,Эконом,0.007
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,8,2025-01-04,Поволжье,Премиум,0.096
120,Стиральная машина Bosch,Бытовая техника,38990.0,2,2025-01-04,Центр,Премиум,0.087
102,Смартфон Xiaomi Note 12,Электроника,18990.0,4,2025-01-04,Урал,Премиум,0.054
109,Мышь Logitech M185,Аксессуары,1290.0,18,2025-01-04,Центр,Стандарт,0.005
102,Смартфон Xiaomi Note 12,Электроника,18990.0,14,2025-01-04,Юг,Стандарт,0.03
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-04,Северо-Запад,Эконом,0.02
116,Микроволновая печь Samsung,Бытовая техника,12990.0,6,2025-01-04,Юг,Стандарт,0.029
117,Смарт-часы Amazfit,Электроника,11990.0,7,2025-01-04,Сибирь,Стандарт,0.058
110,Соковыжималка Braun,Бытовая техника,8900.0,3,2025-01-05,Дальний Восток,Стандарт,0.051
112,Клавиатура Logitech K380,Аксессуары,3490.0,19,2025-01-05,Поволжье,Стандарт,0.077
109,Мышь Logitech M185,Аксессуары,1290.0,16,2025-01-05,Центр,Стандарт,0.052
108,"Монитор Samsung 24""",Электроника,15990.0,1,2025-01-05,Северо-Запад,Стандарт,0.037
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,3,2025-01-05,Поволжье,Эконом,0.006
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,3,2025-01-05,Дальний Восток,Стандарт,0.08
111,Планшет Huawei MatePad,Электроника,25990.0,2,2025-01-05,Центр,Эконом,0.011
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,1,2025-01-05,Центр,Стандарт,0.044
114,Внешний SSD 1TB,Электроника,7990.0,5,2025-01-05,Северо-Запад,Премиум,0.116
120,Стиральная машина Bosch,Бытовая техника,38990.0,1,2025-01-05,Сибирь,Эконом,0.02
118,USB-хаб 4 порта,Аксессуары,590.0,9,2025-01-05,Сибирь,Премиум,0.137
108,"Монитор Samsung 24""",Электроника,15990.0,2,2025-01-05,Центр,Премиум,0.117
108,"Монитор Samsung 24""",Электроника,15990.0,2,2025-01-05,Дальний Восток,Премиум,0.077
105,Наушники JBL Tune,Аксессуары,3990.0,1,2025-01-05,Дальний Восток,Эконом,0.029
110,Соковыжималка Braun,Бытовая техника,8900.0,3,2025-01-05,Юг,Эконом,0.008
107,Фитнес-браслет Mi Band,Электроника,2490.0,2,2025-01-05,Юг,Стандарт,0.071
105,Наушники JBL Tune,Аксессуары,3990.0,1,2025-01-05,Центр,Стандарт,0.041
112,Клавиатура Logitech K380,Аксессуары,3392.52,12,2025-01-05,Северо-Запад,Стандарт,0.063
107,Фитнес-браслет Mi Band,Электроника,2490.0,6,2025-01-05,Центр,Стандарт,0.04
105,Наушники JBL Tune,Аксессуары,3990.0,4,2025-01-05,Центр,Премиум,0.137
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,5,2025-01-05,Северо-Запад,Стандарт,0.076
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,4,2025-01-05,Юг,Премиум,0.099
116,Микроволновая печь Samsung,Бытовая техника,13323.9,1,2025-01-05,Поволжье,Стандарт,0.009
115,Подставка для ноутбука,Аксессуары,890.0,17,2025-01-05,Центр,Премиум,0.062
109,Мышь Logitech M185,Аксессуары,1290.0,14,2025-01-05,Северо-Запад,Стандарт,0.059
105,Наушники JBL Tune,Аксессуары,3949.1,1,2025-01-05,Юг,Стандарт,0.015
107,Фитнес-браслет Mi Band,Электроника,2490.0,15,2025-01-05,Центр,Премиум,0.139
110,Соковыжималка Braun,Бытовая техника,8900.0,6,2025-01-05,Сибирь,Премиум,0.086
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,7,2025-01-05,Урал,Премиум,0.104
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-05,Урал,Эконом,0.006
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,6,2025-01-05,Центр,Эконом,0.026
109,Мышь Logitech M185,Аксессуары,1290.0,14,2025-01-05,Урал,Стандарт,0.005
118,USB-хаб 4 порта,Аксессуары,590.0,8,2025-01-05,Сибирь,Стандарт,0.059
113,Робот-пылесос Xiaomi,Бытовая техника,18990.0,1,2025-01-05,Урал,Стандарт,0.043
119,Холодильник LG,Бытовая техника,45990.0,4,2025-01-05,Дальний Восток,Премиум,0.076
103,Коврик для мыши,Аксессуары,350.0,9,2025-01-05,Сибирь,Премиум,0.058
101,Кофеварка Philips HD7432,Бытовая техника,4500.0,3,2025-01-05,Поволжье,Стандарт,0.027
105,Наушники JBL Tune,Аксессуары,3990.0,1,2025-01-05,Юг,Стандарт,0.057
110,Соковыжималка Braun,Бытовая техника,8900.0,4,2025-01-05,Юг,Эконом,0.011
102,Смартфон Xiaomi Note 12,Электроника,18990.0,10,2025-01-05,Урал,Премиум,0.148
116,Микроволновая печь Samsung,Бытовая техника,12990.0,3,2025-01-05,Урал,Стандарт,0.003
106,Электрочайник Bosch TWK,Бытовая техника,3200.0,4,2025-01-05,Центр,Эконом,0.027
114,Внешний SSD 1TB,Электроника,7990.0,1,2025-01-05,Северо-Запад,Эконом,0.027
114,Внешний SSD 1TB,Электроника,7990.0,5,2025-01-05,Сибирь,Премиум,0.109
104,Ноутбук Lenovo IdeaPad,Электроника,54990.0,6,2025-01-05,Юг,Премиум,0.096
118,USB-хаб 4 порта,Аксессуары,590.0,9,2025-01-05,Центр,Эконом,0.01
117,Смарт-часы Amazfit,Электроника,11990.0,6,2025-01-05,Центр,Эконом,0.013
119,Холодильник LG,Бытовая техника,45990.0,1,2025-01-05,Северо-Запад,Премиум,0.109
115,Подставка для ноутбука,Аксессуары,890.0,12,2025-01-05,Дальний Восток,Премиум,0.098
119,Холодильник LG,Бытовая техника,45990.0,2,2025-01-05,Сибирь,Стандарт,0.036
